"COMPETENCY","Competências do Profissional","Integrated Action","","209","en_US"
"COMPETENCY","Competências Liderança","Change Management","Swiftly makes the changes necessary for strategic implementation, pre-empting events and aligning and mobilizing his/her staff.","204","en_US"
"TEASER","Competências Liderança","Change Management","","Improve"
"TEASER","Competências Liderança","Change Management","","Meets"
"TEASER","Competências Liderança","Change Management","","Exceeds"
"COMPETENCY","Competências Liderança","External Orientation","Systematically uses external knowledge and experience in processes of improvement and renewal.","207","en_US"
"TEASER","Competências Liderança","External Orientation","","Improve"
"TEASER","Competências Liderança","External Orientation","","Meets"
"TEASER","Competências Liderança","External Orientation","","Exceeds"
"COMPETENCY","Competências Liderança","Integrating Action","Integrates into the organizational environment by participating in and promoting teamwork and respecting and making use of diversity to enrich dialogue and the decision-making process.","210","en_US"
"TEASER","Competências Liderança","Integrating Action","","Improve"
"TEASER","Competências Liderança","Integrating Action","","Meets"
"TEASER","Competências Liderança","Integrating Action","","Exceeds"
"COMPETENCY","Crenças","Alliance","We believe that our success is the result of joint construction, strengthened by genuine relations and alliances where everyone wins","203","en_US"
"TEASER","Crenças","Alliance","","Improve"
"TEASER","Crenças","Alliance","","Meets"
"TEASER","Crenças","Alliance","","Exceeds"
"COMPETENCY","Crenças","Excellence","We believe that we are able to always do more and better, exceeding challenges with discipline, humility, and simplicity","206","en_US"
"TEASER","Crenças","Excellence","","Improve"
"TEASER","Crenças","Excellence","","Meets"
"TEASER","Crenças","Excellence","","Exceeds"
"COMPETENCY","Crenças","Foster Talent","We believe and trust people, and for these reasons, we invest time and resources fostering talent","208","en_US"
"TEASER","Crenças","Foster Talent","","Improve"
"TEASER","Crenças","Foster Talent","","Meets"
"TEASER","Crenças","Foster Talent","","Exceeds"
"COMPETENCY","Crenças","Meritocracy","We believe that persons are unique and that they deserve to be valued fairly and according to their deliveries","211","en_US"
"TEASER","Crenças","Meritocracy","","Improve"
"TEASER","Crenças","Meritocracy","","Meets"
"TEASER","Crenças","Meritocracy","","Exceeds"
"COMPETENCY","Crenças","Open Dialogue","We believe that an environment of confidence provides open dialogues and space for speaking up and being heard, where the diversity of opinions builds better solutions","212","en_US"
"TEASER","Crenças","Open Dialogue","","Improve"
"TEASER","Crenças","Open Dialogue","","Meets"
"TEASER","Crenças","Open Dialogue","","Exceeds"
"COMPETENCY","Desempenho na Função","Desempenho na Função","","205","pt_BR"
"TEASER","Desempenho na Função","Desempenho na Função","","Improve"
"TEASER","Desempenho na Função","Desempenho na Função","","Meets"
"TEASER","Desempenho na Função","Desempenho na Função","","Exceeds"
